multimodal_emotion	text_script
5	뭐 드시고 싶으세요? 이따가 장봐서 해드릴게요.
6	 니가 뭘 알겠니.
1	무슨 원피스?
3	너는 말해줘도 몰라.
3	자기보다 어리다고 바로 반말하고 그러면 안되지.
0	그거 근데 아주 말이 많더라구요.
2	나도 모르겠어.. 근데 발끝부터 찌릿찌릿하면서 아프더니 점점 올라와.. 아까는 발목.. 지금은 종아리..
7	계좌 알려주세요. 보내드릴게요.
3	누가 시켜 달랬나? 엄마가 강제로 시킨 거지!
6	"걔는 언니 아니에요.	 언니면 동생도 이뻐해주고 그래야되는데,	 김하경은 맨날 내꺼 뺏어가고, 괴롭히고."
3	쌤 기간제라면서요. 임용 통과 못해서, 지금 기간제 하시는 거, 아니에요?         저한테 이래라~ 저래라~ 하실, 자격이나 되세요?
4	왜 태후야? 원래 태권도 선수 되고 싶다고 하지 않았어?
4	그렇지... 세상은 기다려주질 않아..
1	벌써는. 나랑 비슷한데 뭐. 이제 결혼 할 때 됐지. 그리고 상윤이 여자친구랑 워낙에 오래 만났잖냐.
3	뭐 할머니 안무섭다며!
4	그렇게 말씀하시니까 저까지 슬퍼지잖아요.
1	아빠 나 이제 다 컸으니까 걱정하지 말고 나한테 다 얘기해.
3	에휴... 그건 어른들의 착각이죠. 내가 아는걸 선생님이 정말 다 안다고 생각하세요?
0	좋게 이야기 해보려 했는데… 말이 안 통하시는 분이시네. 저. 소송겁니다.
5	 물이요? 제가요?
0	아들이 보기엔 엄마가 잘못했니?             자기랑 의견이 다르면 화부터 내고 보는데 엄마가 그런 의견도 못낼 사람이야?
0	저는 삼촌 나이 안 까먹거든요.
6	그건 그렇지.  니가 집에 들어가서        잠깐 아버지랑 지낼 생각은 없냐?
1	그래? 무슨 숙제인데 그래?
7	맛있지 아빠?
7	나 삼촌꺼 한 입 마셔봐도 돼?
5	선조들이 뭔데요?
4	선생님이 너무 애들이 만든 것 같지 않게 만들었다고, 내 손으로 만든 게 아니라면서 혼냈어.
4	너, 갑자기 전학 가면서 연락도 다 무시하더니 이렇게 모르는 척 할 거야? 너랑 나랑 은희랑 셋이서 맨날 같이 다녔는데! 학원도 같이 다니고.
4	 아. 저 죽었어요.
7	여기 새로 생긴 카페래. 나 계속 와보고 싶었는데 이제 와보네
5	콩나물?! 그럼 여기 말고, 슈퍼에 가야되겠다.
2	" 어...아저씨?	 어... 그게... 아저씬...엄마 친구..야!"
5	와… 요새는 무슨 차에 치인 것도 아니고.. 자기가 어깨에 와서 부딪혀놓고, 그걸로 보험금을 타내려고 하는 사기도 있구나….?
1	응, 기억 안 나.
1	세연이 있잖아, 내가 좋아한다고 했던 애.
7	내 생일 9랑 18.
0	왜?
6	교복입은 거 보면 고등학생 같은데?
7	니 코 남자답게 잘 생겼어.
3	에휴.. 내가 언니 때문에 못살아. 빨리 시작하자 노래. 안그럼 엄마한테 들켜서 혼나.
3	여태 밥도 못 먹고 뭐했니?
7	맛있게 하려고 신경 많이 쓰거든요.
6	 아 진짜! 내가 못생겼어 솔직히??! 어??!
5	와… 진짜 그럴거 같아요.
3	진짜 상상이상의 고통이야. 나 요새 살도 엄청 빠졌어.
5	맞아 화면이 막 접히더라.
5	나 설거지 했는데?
7	그래. 고마워. 
1	그럼. 할머니랑 엄마랑 같은 학교, 같은 의대를 나왔지. 엄마는 할머니 딸이기도 하지만 대학교 후배이기도 해.
3	여자가 뭐 병수발 드는 사람이야? 이상한 소릴하고 있어.  엄마… 요즘 어디가서 그런 소리 하면 무식하단 소리 들어.
4	가는걸 허락하셨다고요? 저랑은 안 가는걸 허락해주셨는데…?
3	어머, 제가 그런가요?
5	아빠 돈 있어요?
5	 엄마가 언제. 아 진짜 무슨 일인데.
5	어떻게 가셨는데요...?
6	 여기요.
0	이녀석이 끝까지!! 너 진짜 나쁜거니까 하지 말라는 거지. 너 진짜 밖에 나가서 그러면 안 돼!
3	너 요즘 맨날 핸드폰만 보잖아.
3	허락 구했잖아요.
5	할머니 그러다 죽어요. 계속 집 없어요?
3	말은 잘 한다… 배가 어떻게 아픈데? 약 사다줘?
7	그래.
1	누나! 나 드디어..! 드디어..!
5	기타 선율이라는게… 진짜 묘해… 마법같아.
0	아 엄마 이렇게 잔소리할까봐 내가 얘기 못 한 거야.
2	정말? 너무 무섭다. 당 절대 떨어지면 안되겠다..
6	"말 하긴 했는데요, 	진짜 억울한데, 선생님이 저 안 믿어주는 것 같아요."
6	"백화점만 가면, 엄마 본 데 또 보고, 본 데 또 보고,	 갔던 데 또 가고, 또 가고- 그러잖아."
4	그게… 나 차 박았어.
4	너무 걱정하지 마세요.
6	 아 그런 거 아니야.
0	형! 형이 어제 치킨 남은 거 다 먹었어?
1	일단 학점관리 잘하고, 아직 3학년이면 나중에 걱정해.
4	어휴. 이래서 자식 키워봤자 아무짝에도 쓸모 없다니까 그냥. 
2	너무 무서웠어…
4	그러게 진짜 안타까운 일이야.. 탈의실에 CCTV를 설치할수도 없고 정말 난감한 일이지..
2	솔직히 너무 돈벌이 용이어서…
6	그게 뭐야.
7	"내가 한 사십 대 쯤 맞고, 걔가 한 육십 삼 대 쯤 맞았는데	 내가 또 마지막 판을 이긴 거야."
6	어.
2	그럴까요…. 전 잘 모르겠어요. 아버지는 제가 그 얘기 하려고만 해도 화내시고.
7	 헤헤. 감사합니다.
0	아 진짜 엄마!!
1	약이야. 먹어도 돼.
1	응. 나 이사 처음 가봤어.
7	"알았어. 요즘은 뭐 간소하게 하는 게 추세라더라. 	 결혼식 성대하게 해봤자 돈만 많이들지. 	 잘 선택했다."
2	그래.        오, 남산에서 본 사람이 있대.
1	그렇지. 거의 남이지. 사실 지나가는 사람들도 붙잡고 보면, 누구네 친척네 친척네 친척일 수 있잖아?
0	아빠 그러니까 내가 미리미리 사람도 부르고 관리를 해야된다고 그랬잖아!
2	아… 맞다…
7	" 이야아 선견지명이 있네! 나 츄리닝 좀 빌려줘.	  본격적으로 달려보자."
5	아니 아무리 그래도 결혼기념일을 까먹는다고?
6	"와. 죽치고 있는다고요?	 제가 여기 왜 오는 지 아세요? 자리 많아서에요.  커피 맛 드럽게 없는데, 그래서 손님이 없으니까, 눈치는 안 봐도 되겠네, 싶어서 오는 거라구요."
3	미안. 근데 진짜 토할거 같아. 발 다 씻고 오면 나 불러줘. 알았지?
0	휴.. 강인아. 그거는, 우리 집에서나 그렇게 할 수 있는 거고. 이렇게 공공장소에서는 그러면 안 돼.
6	"그죠? 	 자기 싫은 소리 듣기 싫어서, 남한테 다 퍼주는 스타일이거든.	 그때 워크샵도 어디로 갔다고 그랬지?"
1	네! 유민이네 엄마가 스파게티 만들어줘서 그거 엄청 많이 먹었어요.
3	너는 사랑 해봤니?
0	장사할 수 있겠냐? 니가 에어컨 다 뜯어 놨는데.
2	 안녕….
6	이놈아. 너 엄마한테 그렇게 말 할거야?
0	"아 진짜! 내가 언제 고3이라고 다 해달라 했어?	 내가 있다 치운다니까 왜 그래!"
5	아주 구체적이시네요.
4	네… 계속 월세 살다가… 이번에 대출 좀 받아서 전세로 들어왔어요.
7	 여기.
0	저번에 내가 내용 알려주고, 내 생각 조금 이야기했더니,       토론할 때 니가 홀라당 다 써먹었잖아.
0	"어. 대체 그릇을 뭘로 닦는 거야.	 왜 이렇게 먼지가 많아."
4	그러다가 선생님 안 계시면 또 혼자가 되고?
6	잘못하면, 까딱 죽을 수도 있단 말이야.
5	아무 것도 손에 안 잡히고 손주 생각밖에 안 나더라구요.
3	야, 니 사촌 동생한테 꼬맹이가 뭐야, 꼬맹이가. 걔 너보다 두 살 밖에 안 어린데. 꼬맹이라고 말하기도 좀 어색한 나이 아니야?
2	예를 들면?
7	방학 숙제.
1	코너 캔디 샤 -샤샤 예-예.
6	"엄마가 형, 엄청 큰 회사 다닌다고 했는데.	 삼별전자!	 형이 왜 백수야?"
6	에이, 과장한거지. 암튼, 그래서 은경이랑 너무 안 좋게 끝나서.       다시 만나면 나 싸대기 맞을걸?
1	스케치북이랑 크레파스! 가져가서 택수 그려 오자. 그리고 태블릿도 챙겨. 같이 사진도 찍고 오자.
7	 음… 시리얼 먹을래!
5	어. 누나네도 있구나 그런 사람.
2	어쩌냐. 그 정도면 병원에 가야 하는거 아니야?
7	잘 됐지 뭐. 우리 아파트가 낡아서 엘리베이터가 오래 됐잖아.
3	해인이가 착해? 해인이 어떤 면이 그렇게 착한데?
2	 죄송합니다... 진짜 잘해보겠습니다.
5	그래? 잠깐 뭐 사러 갔나보다.
3	얼마나 됐니?
6	아니, 술 마신 다음날은 콩나물국을 먹어줘야된다고.        안 그러면 회사에서 계속 물만 먹는다니까?
2	그거 장가는 제대로 가려나 몰라.
6	"아 누나 진짜 짜증나. 	맨날 와서 술주정 부리고 나 때리고."
6	맞아요. 걔는 성격이 너무 더러워!
5	어떤 베개지…?
5	뭔데? 얘기 해줘.
7	그렇지? 나도 젊게 살고 싶어.
0	그래도 이렇게 갑자기… 너무 갑작스러운데..
1	응. 알았어. 이따가 바로 가야겠다.
7	호호초밥 괜찮네.
7	아이고. 아버님 맞습니다 맞아요. 원 플러스 원이에요. 뿐만 아니라 한 번에 열 박스 구매시에는, 사은품으로 선풍기를 드리고 있어요.
1	우울할 게 뭐 있냐. 세상사 다 그런 것이지.
2	전도사님. 저 궁금한 게 있는데요.
4	행님. 저 이별 택시 탔습니다.
3	"어. 이모도 이제 잔뜩 먹으려구. 	 이모 이제 테이블 돌아야돼서, 가볼게."
3	응 여기 개판이야. 수업 시간에 대놓고 자는 애들이 절반이고, 선생들은 야구 빠따 들고 다니면서 애들 개 패듯이 팬다.
6	"그래?  	여기 괄호 안에 있는 부분 먼저 나눴어?"
7	"응! 중학교 때는 설화 오빠들 사생이었고,	 고등학교 땐 동방명주 오빠들.  대학생 땐 전남친들 따라 다니느라 사생할 시간이 없어서.."
1	그게 벌써… 한 오십 년 전이지?
5	와 진짜 얼마 안됐구나. 너무 축하해. 나는 아직 결혼 못했어. 그냥 일 하면서 지내고 있어.
0	어쩔꺼야!
5	내가? 야 내가 그래 뭐. 미남은 아니지만. 그래도 키는 크잖아.
7	공포 영화예요.
7	"몰라요. 저도 그런 거 같은데..	 저도 걔 좋아하니까, 했어요."
3	내가 무슨 욕을 했어.
0	마음 같아서는 싹 버리고 싶다니까.
3	에이 뭘 말려. 다 지들 하고 싶은대로 사는거지.
7	아빠한테 전화해봐. 언제쯤 오시나.
1	무슨 말이야 그게?
0	"안 취해?  아주 술독에 빠져서 왔더만.	 어떻게 두발로 멀쩡히 들어왔는지가 의문이라고."
7	응. 내가 해결할 수 있어. 걱정하지마.
4	그렇겠지.. 중학생만 되도 틱틱대고 그럴거야.
3	"알았어~ 할머니도 알고 있어요~?	 매일같이 눈칫밥 줘서, 할머니도 알고 있어요~"
5	어, 저희는 제육볶음을 했던 적이 없는데.
4	엄마는 모르지. 엄마는 게임을 안하는데.
0	40초면 40초지, 39초는 뭐야.
1	한 번 봐봐.
6	꼭 끌어안고 부벼대고 그래야 하냐.
0	뭐요? 이거 진짜 사람을 뭘로 보고… 야! 너 진짜 장사 그만하고 싶어!?
4	이제 진짜로 안할게요. 약속하겠습니다. 한번 만 믿어주세요.
7	야! 나가자. 너 장학금 받은 기념으로 삼촌이 소고기 사줄게.
3	안찍었다고요! 놓으세요!
3	 3년째? 야. 삼촌은 6년 사귄 여자도 있었어. 쪼끄만 게 결혼은 무슨.
5	그 전형 아니면 우리 애가 너무 힘들어요.
3	강매 당한거네?
6	 알았다고.
3	아휴 할머니. 제가 나이가 몇인데 벌써 결혼이에요.
4	그렇게 말해주니까 고맙다 정말.
3	나 전에 남대문 시장 골목에서 해결사 찌라시 본거 있는데. 거기 한번 가볼까봐.
0	아빠! 아빠, 언니한테 가방 사줬어?
0	보니까 한두 번 해본 솜씨가 아닌 것 같던데 몇 번째야?
5	아, 버스타고 다니시고…. 버스는 불편함 없으시죠?
4	당연하죠. 잘 오셨어요.. 제가 그러라고 있는 사람인걸요..
1	안돼! 오늘 빠진 것 까지 해서 내일 백 육십 장 그려와! 너 계약서대로 안하면, 니가 나한테 매일 만 원씩 줘야 해!
2	좋은 점은, 이제 상대방을 아주 잘 안다는 것?
5	예. 그 날 새벽 네 시에 깨셨대요.
5	뭐? 아, 배불러 죽겠는데 갑자기 무슨 외식이야.
0	저 그럼 자리 비켜 주시겠어요?
5	그래서 장례식 갔다 오는구나?
2	나는 낳고 싶어.
7	나 원래 멋있어. 몰랐냐?
7	 네...
4	선생님이 뭘 모르셔서 그렇지~ 2012년식이면 진짜 현역이에요 현역!
4	그래. 기억 하는게 중요한 거지 뭘.
4	그럼 너무 슬플 것 같은데...        아저씨는 슬퍼서 어떻게 했어요?
5	 이렇게 사적인 질문 훅 들어오기 있어?   왜. 전세면 우리집 사려고?
6	열 여덟인데 어쩌시려구요.
4	교실에 디지털 설비 갖추는 부분까지는 부족하네요.
0	그래 내려봐. 이 자식아!
5	니가? 나 그런 말 못 들었는데… 웬 성경캠프야 니가?
3	사장님 사촌동생 김이사. 라인을 잘 탄거지.
7	식사도 잘 하시고요?
0	그걸 몰라서 묻겠냐? 장난치지 말고! 너, 브이로그 내가 다 봤다.
1	없는데.. 어른들은 여름에 공포영화를 본다며?
4	그래도 호박에 줄이라도 열심히 그어 보아야죠.
0	엄마가? 우와…. 진짜 배신감 든다.
3	죽일테면 죽여봐! 내가 싫다고 할 때는 웃으면서 괴롭히더니. 꼴좋다!
6	복권을 거실에 놓고 다니냐.
1	거짓말하는 거요.
2	이제부터라도 고급으로 해 드릴거에요.
0	 왜.
3	쪼그만게 무슨 농구야. 그런건 날라리나 하는거야.
6	그래? 민정이가 관리 잘 해주나 보네. 근데 그거 톱밥 같은거, 자주 안 갈아주면 엄청 냄새 나.
5	 아니요! 안돼요. 포포는 낯선 사람 보면 짖어요.
5	없어요?
1	그래서 괜찮아.
7	작년 봄이면 내가 주재원 나가 있을 시기였구나.  그래... 윤아 학교 다닐 때 참 예뻤지.
5	어머.. 나는 그런 줄 아예 몰랐지.
2	오빠네 어머님 아버님은 잘 지내시고?
2	그랬는데?
1	참 주방에 고양이 사료 있더라.
6	앞으로 잉어찜 질리게 먹게 될거다.
6	 짜증나.
0	니가 처음에 사과 한 마디만 했어도 이런 일은 없었잖아?
2	그래도 어떻게 안 될까? 너는 내 꺼 봤지? 혹시 뭐 기억이 남는 평가나 그런거 없었어?
2	 아휴. 고민이네. 어떡하나. 요즘에 영어는 다 하고 학교 가야 된다고 그래서. 우리 율희만 뒤처지는 거 아닌가 무섭네요.
5	무슨 말이야 그게. 이삼 년이나?
5	왜요? 왜 안 사랑한대요?
4	왜~ 사람이 사람 좋아한다는데~
0	기분탓이에요, 기분탓. 왜 아들말을 안믿고 그 사기꾼 놈 말을 믿어요?
3	냉동 만두는 차가운데 있다가 찜통에 들어가잖아? 한국인도 똑같다는 거지.  에어컨 바람 쐬다가 찜통 더위에 속수무책으로 노출되니까…
2	우리 집이 유난히 몸에 열이 많잖아. 음식도 어릴 때부터 얼마나 가려 먹었다고. 뭐 잘 못 먹기라도 하면 얼굴에 빨간게 올라올 정도였어. 우리 아버지가 그러셨대.
1	오… 그렇구나. 얼른 한파가 왔음 좋겠어.
4	한자... 배우긴 했는데 잘 몰라. 아직은 아주 조금밖에 안 배우기도 했고 까먹어서.
2	나도 같이 갔었어. 그 사람들 우주선에.
1	너 알바하는데 가면 되지! 니가 알바하는데 찾아오지 말라고 해서, 한번도 못 가봤는데.
0	몇 분 더 자는 게 뭐가 중요해요~
4	한 과목 더 쳤으면 엉덩이랑 의자랑 들러붙을 뻔. 진짜 체력 싸움이네 이거.
1	그러게 너무 고통스럽다...
7	아닙니다. 이왕 전공 살려서 그 쪽에서 일하게 된다면 좋을 것 같습니다.
6	"아무리 혼나는 게 무서워도 그렇지, 	다른 애들 다 실내화 신고 다니는데, 	너만 맨발로 다니면 어떡해?"
6	"그래! 돈 번다고 티 좀 내봤다! 	 왜! 그러면 안되냐?"
2	그래 오빠. 너네 오빠가 이성빈 선배야?
5	 그 쪽도?
4	네. 선생님도 그렇고. 대학을 서울로 오게 되면서 같이 상경한 절친한 친구가 있었는데요. 그 친구가 젊은 나이에 사고를 당해서…
1	그럼 좋은거야?
6	그랬었어. 지우도 한 2살 때까지는 지 엄마랑 똑같이 생겼었잖아.
2	네? 엄마가요? 대체 누구랑요?
7	어느새 이렇게 다 컸냐, 우리 딸.
6	"가자 가.	 가서 얼른 잡아버려야지, 시끄러워 살 수가 없다.	 "
0	왜 그랬어. 지은이 때리면 안 된다고 했어 안 했어?
5	천만원? 나 대출 이자 갚아야 해서 천만원까지는 힘들 것 같은데.
6	이상하네요… 분명히 봤는데.
5	아 진짜? 언제?
3	"어? 졸업할 때까지 있으려구? 아직 이년이나 더 남은 거 아니야?	 얘야, 염치가 있어야지. 이만큼 키워줬으면 됐지. 언제까지 아빠 돈 빼먹고 살거니."
1	아니 경비아저씨가 경비실에 갈 때마다 안 계시네?
6	아니죠. 그러면 리딩 위주로 커리큘럼을 다시 짤까요?
6	오빠랑 난, 디저트 취향이 너무 안 맞아.
1	여기 와이파이가 좀 이상해서 그래요.
4	내가 미안해.
4	너무 걱정하지는 말자. 알아서들 들어오시겠지.
6	아 왜. 나 못 믿어?
6	그런가? 그래서 카페가 많아졌구만. 하여튼 서울 진짜 빨리 변해. 따라가지를 못 하겠어.
5	집에서 보면 되잖아. 나 금방 끝나는데?  근데, 엄마 오늘 엄청 예쁘게 입었네? 화장도 했어?
4	내가 배가 나올 줄은 진짜 상상도 못했다.
2	죄송합니다.. 제 선에서 처리하겠습니다.
4	그것도 다 그 사람 복이지 어쩌겠냐.
2	 그…그럼 어떻게 해야 하나요?
3	뭘 알아보고 있는데?
0	연수는 내 가족 아니야?
0	퇴근해서 내가 노냐? 맨날 대본 쓰고, 수정하고, 재확인하고. 얼마나 바쁜 줄 알아?
4	응.. 그래서 애들 오분 십분 지나니까 막 울고 그랬어
2	 그래서?
2	아… 이상하다. 진짜 그럴 리가 없는데.
7	그래. 그럼 켜고 끄는거랑 동영상 보는 법 가르쳐줘.
1	나는 옛날에 수업 듣는거 진짜 좋아했는데..
1	난 확실히 안 들어왔어. 확인 다 해봤어.
5	뭐야, 이렇게 한창 땐데, 아직 남자친구가 없어? 일을 너무 많이 하는 거 아니야?
6	우리집 돈 없어?
4	 너한테 말 못하는 엄마 아빠 나름의 사정도 있어.  어쨌든 이사 가기로 결정됐고,  그렇게 알고 너는 신경쓰지 말고 공부에 집중해.  엄마가 학교랑 학원이랑 알아볼게.
5	응? 왜 갑자기 돈을 번다고 그래. 돈 필요한 일이 있어?
5	돈이 있냐?
1	요점? 뭐가 요점인데 그럼?
0	그래. 탤런트 한 사람이 자기 살던 아파트에서 그런 경우가 있었다잖아.
7	숙제.
2	선생님… 저 방 옮기면 안될까요?
4	귀엽네. 요즘 TV에 나오는... 그 뭐야, 케빈?  걔네보다 훨씬 귀엽네, 유정이 아들이.
5	그랬구나. 아무리 게임에 져도, 친구 머리를 때리면 안 되지.
2	너 입양했잖아.
3	이거 보세요... 이게 제가 학교가 싫은 이유 중 하나에요.
1	흠…그럼 어떡하지?
3	너 살 뺀다더니 순 거짓말이구나.
1	왜 다행이야?
1	응... 5반 애들이랑 축구 하기로 약속했거든.
6	시간이 지나면 괜찮아져요?
5	너 저번에도 샀잖아.
5	오빠. 오빠네 학교도 수강신청 빡세?
6	"잘했어. 앞으로도 누가 이상한 소리 하면 	가서 그냥 냅다 패버려. 뒷 걱정은 하지 말고. 	할머니가 처리할게."
7	응. 완전 귀엽지 않아?
5	네?
6	그거 저 아닌데요?
3	잘려야 되는거 아니야? 미성년자한테 미쳤나.
1	약이야 약.
6	청장님 지시사항이다. 유흥업소 일제단속 할거야. 언론들도 많이 붙을 것 같으니까 정신 바짝 차리고.
4	"이럴 때는 어떻게 해야돼요? 	사범님은 계속 태권도가 하고 싶었어요?"
7	알았어. 사줄게.
0	그 아줌마 웃기다. 왜 숙자 아줌마인 척해?
4	그럼 누나한테 많이 물어봐.
4	나는 가정을 꾸리고 싶기는 하단 말이야. 애도 갖고 싶고.        안정적으로 살고 싶어.
5	그래.. 좋겠다.
6	그래. 누구 하나 큰 병 안 걸리고. 그거면 됐지.
3	어지러워?
7	아니야~ 왜 지영씨한테 내가 부담을 주겠어.근데… 내 생일 알지?
4	네, 죄송해요.. 선생님.
7	난 어느 방향으로든  좋아!
4	왜 이렇게 우울해?
1	케잌이랑 빵 엄청 좋아해요. 빙수도 좋아하고. 단 음료도 좋고. 마카롱도 좋고. 
3	왜 그래. 너는 안 해본 것처럼.
2	그럼 계좌 이체 할래? 계좌 번호 알려줄까?
5	밥은 어떻게 먹었대?
5	"뭔 소리야 그건 또. 생기면 생긴 거고, 아니면 아닌 거지.	 그렇고 또 아닌 건, 무슨 뜻이야 대체?"
0	뭐…? 너 니네 엄마가 그렇게 키웠니?
0	 야!   아직 안 갔다왔어. 노총각이야.
2	예전에 어른들이 깜빡 깜빡 하면 왜 저럴까 싶은 생각도 있었는데.. 이젠 내가 그렇게 된 것 같아서 무서울 때도 있어..
3	 내가 벗을 순 없잖아?
0	아니, 야. 우리 정도면 이미 많이 올라온거지. 어? 그 아저씨들 사이에서 우리가 이렇게 꿋꿋하게 버텨서 동기가 너랑 나랑 요로케 딱, 둘이만 남았는데. 우리 고생 많이 했다 야. 건배 건배 
6	암튼, 우리 누나 감당할려면 형이 좀 힘들거에요.
4	어제 아빠가 생각을 좀 해봤는데.
5	어? 오빠 휴대폰 제 거랑 같은 거네요.
1	형… 버섯이 어떻게 새끼치는지 알아?
7	여름이라 시원한게 땡기나보다.
2	어… 뭐가요…?
4	나 핸드폰 바꿔주면 안돼?
6	어쭈, 이제 독립해서 나갔다고, 엄마 잔소리도 듣기 싫어?
4	그렇지.. 이 차에 이 엔진이면… 가끔씩 뻥뻥 달려줘야 하는데.. 흡기도.. 안 좋은거 같고..
3	어휴. 이제 재인이가 혼자도 아니고, 우리 도준이 빨래 하고,        요리도 하고 그러려면…. 그 정도는 할 수 있겠지요?
2	8시간이요.
0	네, 그랬더니 고객 전화를 끊으면 어떡하냐면서, 시말서를 쓰라고요. 나 참.. 누군 그러고 싶어서 그러나요?
1	나처럼 주는 데로 잘 먹는 사람도 없어.
2	" 아.. 그래요?	 그럼...저희도 들어갈까요?"
4	선생님은 맨날 농사 짓지 말라고 그래. 그러니까 여기 오기가 싫어요.
2	"아마.. 내일쯤...	 내일 오전 중으로 데스크에 올려두겠습니다...!"
5	응. 엄마가 거기서 주는 미역국 엄청 좋아했잖아.
4	그럼 괜찮은 수목장, 서울 근교에 있는 지 한 번 알아볼게.
0	중국이 뭐 해외야 코앞이지.
3	야. 동아리 단톡방에 한번 물어볼래?
5	그래라. 우현아!
1	...무슨 차이지?
5	라면 끓여먹게?
4	하나만.
1	손뼉도 마주쳐야 소리 난다고, 엄마도 비꼬는 거 장난 아니잖아. 내가 보기엔, 엄마가 더했지, 덜하진 않았을 거 같아.
1	사실 그 분이, 사장님 동생이래.
2	아… 그럼… 알았어요. 대신, 드론 꼭 사주셔야 해요.
4	그래도… 마주치면 둘 다 곤란하잖아. 여태까지 잘 피해다니다가 마주치면 너무 머쓱할 것 같아.
5	형이 빨리 한거고. 형처럼 빨리 결혼하는 사람이 어딨냐?
3	안돼. 경차는.
5	결혼 안 하는 거에 대해서?
6	그래도 될라나? 그건 좀 추하지 않을까? 뭔가 아침 막장드라마 같잖아.
2	저거 어떤거요? 담배 드릴까요?
4	벌써 그런 걸 정해야 돼?
1	네. 신고는 아무도 안 한 것 같길래 제가 경찰이랑 119에 신고한 거예요. 119에 먼저 하고 경찰에 나중에 하고…
2	사 년이나 지났는데 아직도?
7	 받어 받어. 공부 열심히 하고.
0	잠깐만 잠깐만. 나 지금 너가 무슨 소리 하는지 못 따라 가겠어.
5	엄마 몰래 주신다고요?
7	원호 선배님도 인기 많은데, 솔직히 형이 더 인기 많아요.
5	그렇죠? 이거 제 옷에서 나왔거든요. 그저께 먹은 갈비 냄새 아직도 난다구요. 아저씨. 세탁 안 하셨지요?
7	"	아니. 너랑 노는 게 더 재밌어."
1	당신 젊을 때부터 운동 하는 거 되게 좋아했잖아. 달리기도 좋아하고.
4	지혜 같이 똑똑한 학생들은 기회만 잘 따라준다면 참 큰 일을 할 재목인데, 양평엔 좀처럼 그런 기회가 없으니까.
7	그치. 그렇겠지. 아무튼 고마워요 젊은 양반이 아주 똑부러지네.
5	갸가 아직 70대여?
5	어디서?
6	게장이요.
1	아 잠시만요.
3	그래. 교수한테 이런 식으로 접대하면 안돼.
2	 뭐라는 겁니까 지금…! 얼른 회개하고 잘못을 고하세요!
3	뭘 그렇게 실실 쪼개고 있냐?
1	담배가 참 요물이야. 끊는다, 끊는다 하면서도 계속 피우게 되니까.
1	아… 나 오늘까지 내야 되는 숙제 있는데… 지금 빨리 해야 되는데...
5	 주사….?
6	치. 맨날 못생겼다 그러면서.
1	아저씨! 이번에 은하수 15가 공짜에요!
2	친구들이 너무 바빴던 게 아닐까..?
5	 언니, 요즘 우리 아파트 집값 어떻게 돼요?
2	가만히 있어.. 신고도 하지 말고… 내가 다 알아서 처리할 테니까.
5	왜?
1	고생했네 아들. 자외선 차단제는 잘 발랐지?
6	형이야 민정이 명문대 보내놨으니까 속 편하게 말하는거지. 세빈이는 민정이랑 또 달라요. 민정이처럼 알아서 척척하면 걱정도 안하지.
3	하… 아빠는 제가 이렇게까지 왜 연이 날리고 싶은지 설명했는데… 그래도 안 들어주시는 거에요? 귀찮은 건 다 엄마한테 가라고만 하고…
